mean_pitch_mean,mean_pitch_std,mean_intensity_mean,mean_intensity_std,number_of_periods_mean,number_of_periods_std,fraction_of_unvoiced_mean,fraction_of_unvoiced_std,number_of_voice_breaks_mean,number_of_voice_breaks_std,jitter_local_mean,jitter_local_std,shimmer_local_mean,shimmer_local_std,mean_autocorrelation_mean,mean_autocorrelation_std,mean_nhr_mean,mean_nhr_std,n_calls,n_windows,calls,note
132.8150028571429,11.19994998858282,67.00239428571429,3.0631495008687177,16201.228571428572,2321.107584065573,0.5747485714285715,0.04764687121033713,946.8285714285714,89.03551363964624,0.028567285714285715,0.00316357520733062,0.15349842857142856,0.01073426397730435,0.8822961142857143,0.026986256835407067,0.13445325714285714,0.03525879179167096,4,35,"2022Q4,2023Q1,2024Q1,2024Q2",Recomputed from four selected calls only. Supersedes provisional.
