call,year,quarter,n_windows,n_musk_windows,mean_pitch_mean_all,mean_pitch_sd_all,mean_pitch_mean_musk,mean_pitch_sd_musk,mean_intensity_mean_all,mean_intensity_sd_all,mean_intensity_mean_musk,mean_intensity_sd_musk,number_of_periods_mean_all,number_of_periods_sd_all,number_of_periods_mean_musk,number_of_periods_sd_musk,fraction_of_unvoiced_mean_all,fraction_of_unvoiced_sd_all,fraction_of_unvoiced_mean_musk,fraction_of_unvoiced_sd_musk,number_of_voice_breaks_mean_all,number_of_voice_breaks_sd_all,number_of_voice_breaks_mean_musk,number_of_voice_breaks_sd_musk,jitter_local_mean_all,jitter_local_sd_all,jitter_local_mean_musk,jitter_local_sd_musk,shimmer_local_mean_all,shimmer_local_sd_all,shimmer_local_mean_musk,shimmer_local_sd_musk,mean_autocorrelation_mean_all,mean_autocorrelation_sd_all,mean_autocorrelation_mean_musk,mean_autocorrelation_sd_musk,mean_nhr_mean_all,mean_nhr_sd_all,mean_nhr_mean_musk,mean_nhr_sd_musk,note
GRAND_MEAN_PROVISIONAL,,,121,114,142.0507,18.4644,143.2071,18.4232,67.3596,3.934,67.2749,4.047,16681.9734,1926.6432,16564.6682,1926.1084,0.5842,0.0417,0.5902,0.0345,951.5676,98.9989,950.978,102.2148,0.0298,0.0037,0.0297,0.0038,0.1572,0.0208,0.1599,0.0182,0.8862,0.0257,0.8838,0.0246,0.1299,0.0333,0.1328,0.0321,Computed from all 17 available calls. PROVISIONAL — will be recomputed using four selected calls in a later session before use in notebook.
